,date,text
0,Wed Dec 23 11:01:19 +0000 2020,Pogoda dziś w #łódź: Cloudy. Temperatura min: 6 °C max: 7 °C. https://t.co/pqup81KreO #lodz
1,Wed Dec 23 11:01:19 +0000 2020,Pogoda dziś w #łódź: Cloudy. Temperatura min: 6 °C max: 7 °C. https://t.co/pqup81KreO #lodz
2,Wed Dec 23 10:45:15 +0000 2020,#Łódź #Życzenia Z okazji Świąt Bożego Narodzenia; zdrowia; uśmiechów i szczęścia; spełnienia marzeń oraz wielu radosnych chwil; Klientom; Sympatykom i Przyjaciołom życzy ELSTAR TECHNIK.
3,Wed Dec 23 10:45:14 +0000 2020,#Łódź #Życzenia Z okazji Świąt Bożego Narodzenia; zdrowia; uśmiechów i szczęścia; Klientom; Sympatykom i Przyjaciołom życzy ELSTAR TECHNIK.
4,Wed Dec 23 09:37:23 +0000 2020,#Kolizja na #DK91 na wyjeździe z #Włocławek w kierunku #Łódź. Jeden pas ruchu jest zablokowany. #utrudnienia #kujawskopomorskie
5,Wed Dec 23 09:25:16 +0000 2020,"Uwaga pasażerowie! Zmiany w komunikacji miejskiej na okres świąteczny #Łódź 

https://t.co/rDrCjtcnYR"
6,Wed Dec 23 09:06:03 +0000 2020,"#ŁÓDŹ
Aktualna #MAPA korków przekraczających 10 min.

⚠️ #Korkometr: 4/12
🕙 Godzina: 10:00

#Traffic #AutoMapaAlert #Korek #Utrudnienia #KorkometrŁÓDŹ https://t.co/gWhaKu7z9w"
7,Wed Dec 23 09:00:40 +0000 2020,"Uwaga pasażerowie! Zmiany w komunikacji miejskiej na okres świąteczny #Łódź 

https://t.co/rDrCjtcnYR"
8,Wed Dec 23 08:53:10 +0000 2020,No i zrobili. Kilińskiego od Jaracza do Narutowicza  wyremontowana #lodz https://t.co/y52Y9A7yyd
9,Wed Dec 23 08:06:02 +0000 2020,"#ŁÓDŹ
Oto aktualny #KorkometrŁÓDŹ

⚠️ #Korkometr: 4/12
🕘 Godzina: 09:00
🚦Aktualne czasy dojazdu do Centrum i lista największych korków

#Traffic #AutoMapaAlert #Korek #Utrudnienia https://t.co/oY4Y7AnCbb"
10,Wed Dec 23 07:45:05 +0000 2020,"Lodz di notte... 
Łódź nocą...
#street #light #atmosfer #rain #christmastime #Lodz #Łódź #Poland #Polonia #Polska #Huawei https://t.co/g5g5BGomgk"
11,Wed Dec 23 07:06:03 +0000 2020,"#ŁÓDŹ
Aktualna #MAPA korków przekraczających 10 min.

⚠️ #Korkometr: 3/12
🕗 Godzina: 08:00

#Traffic #AutoMapaAlert #Korek #Utrudnienia #KorkometrŁÓDŹ https://t.co/CbH4uqiKqx"
12,Wed Dec 23 07:01:05 +0000 2020,Pogoda dziś w #łódź: Cloudy. Temperatura min: 6 °C max: 7 °C. https://t.co/pqup81KreO
13,Wed Dec 23 05:00:54 +0000 2020,"Lodz di notte... 
Łódź nocą...
#street #light #atmosfer #rain #christmastime #Lodz #Łódź #Poland #Polonia #Polska #Huawei https://t.co/g5g5BGomgk"
14,Tue Dec 22 22:59:41 +0000 2020,"Lodz di notte... 
Łódź nocą...
#street #light #atmosfer #rain #christmastime #Lodz #Łódź #Poland #Polonia #Polska #Huawei https://t.co/g5g5BGomgk"
15,Tue Dec 22 21:00:19 +0000 2020,Pogoda jutro #łódź: Cloudy. Temperatura min: 5 °C max: 6 °C. https://t.co/pqup81KreO #lodz
16,Tue Dec 22 20:37:39 +0000 2020,No i zrobili. Kilińskiego od Jaracza do Narutowicza  wyremontowana #lodz https://t.co/y52Y9A7yyd
17,Tue Dec 22 20:37:06 +0000 2020,Pokój i dobro. Betlejemskie światełko niech zagości w naszych domach #lodz https://t.co/CF3r10xsxW
18,Tue Dec 22 19:54:03 +0000 2020,"Do węzła będzie potrzebna jeszcze budowa odpowiedniego dojazdu
#S14 #Łódź Łódź
https://t.co/PUGFn4Ngm7"
19,Tue Dec 22 19:28:10 +0000 2020,Jak wygląda Wschodnia 54 każdy widzi; ale trwające prace zmierzają do pięknego końca :) #Lodz #Łódź https://t.co/ns1pLXWnDW
